"PRICES-1","P-1","","ARPINO (Giuseppe Cesari d'Arpino, 1568-1640)","1585-91","1585 |e 1591","Arpino","Cesari, G.","CESARI, GIUSEPPE (CAVALIER D'ARPINO)","Italian","","Crucifixion with the Virgin and St. John; Crowning of the Virgin, Apostles at the Tomb","75 scudi for each of two frescoes","75      ","368 x 214 cm each","Fresco","Wall","3","","","Sacred","","Rome, S. Atanasio dei Greci","Santori, Giulio Antonio, Cardinal","Rome, S. Atanasio dei Greci","Röttgen, Herwarth: Il Cavalier Giuseppe Cesari D'Arpino, Rome: Ugo Bozzi, 2002, cat. 20-21","","",""
"PRICES-258","P-253","","CAMASSEI Andrea","1637","1637","Andrea Camassei","Camassei, And.","CAMASSEI, ANDREA","Italian","","Scenes of St. Maria Maddalena de  Pazzi","37.825 scudi for two paintings","37","ca. 320 cm wide","Oil","Lunettes","5 (1)","","","Sacred","","Florence, Monastery of S. Maria Maddalena de' Pazzi","Magalotti, Costanza Barberini","Florence (Careggi), Monastery of S. Maria Maddalena de' Pazzi (1)","Nessi, Silvestro: Andrea Camassei. Un pittore del Seicento tra Roma e l'Umbria, Perugia: Quattroemme, 2005, p. 82","","",""
"PRICES-259","P-254","","CAMASSEI Andrea","1637","1637","Andrea Camassei","Camassei, And.","CAMASSEI, ANDREA","Italian","","Virgin, Christ, St. Joseph, Baptist; Sleeping Adonis (copy)","31 scudi for two paintings","31    ","small (1) (Virgin, Christ) [un quatretto]","Oil","Easel","","","","Sacred myth","","Rome, Roscioli collection","Roscioli, Gian Maria","","Corradini, Sandro: ""La quadreria di Giancarlo Roscioli,"" Antologia di Belle Arti, III, no. 9-12, 1979, pp. 194, no. 38","It is not stated that the copy was painted by Camassei","",""
"PRICES-260","P-255","","CAMASSEI Andrea","1638","1638","Andrea Camassei","Camassei, And.","CAMASSEI, ANDREA","Italian","","Romulus and Remus","60 scudi","60 ","156 x 112 cm [7 et 5]","Oil","Easel","","","","Myth","","Rome, Roscioli collection","Roscioli, Gian Maria","","Corradini, Sandro: ""La quadreria di Giancarlo Roscioli,"" Antologia di Belle Arti, III, no. 9-12, 1979, pp. 194, no. 49","","",""
"PRICES-261","P-256","","CAMASSEI Andrea","1639","1639","Andrea Camassei","Camassei, And.","CAMASSEI, ANDREA","Italian","","Assumption (copy retouched by Camassei)","22 scudi","22 ","268 x 145 cm [alto palmi 12 largo palmi 6 1/2]","Oil","Easel","","","","Sacred","","Rome, Roscioli collection","Roscioli, Gian Maria","","Corradini, Sandro: ""La quadreria di Giancarlo Roscioli,"" Antologia di Belle Arti, III, no. 9-12, 1979, pp. 194, no. 68","Another 12 scudi were spent on the gilt frame","",""
"PRICES-262","P-257","","CAMASSEI Andrea (?)","1639","1639","Andrea Camassei","Camassei, And.","CAMASSEI, ANDREA","Italian","?","Diana and Nymphs (copy)","20 scudi","20 ","168 x 268 cm [alto palmi 7 1/2 lungo palmi 12]","Oil","Easel","","","","Myth","","Rome, Roscioli collection","Roscioli, Gian Maria","","Corradini, Sandro: ""La quadreria di Giancarlo Roscioli,"" Antologia di Belle Arti, III, no. 9-12, 1979, pp. 194, no. 69","There is no evidence that this copy was painted by Camassei","",""
"PRICES-263","P-258","","CAMASSEI Andrea","1639","1639","Andrea Camassei; lo Stanca","Camassei, And.; Stanchi, G.","CAMASSEI, ANDREA; STANCHI, GIOVANNI","Italian; Italian","and Stanchi, G.; and Camassei, And.","Puttini (with flowers by lo Stanca)","47 scudi","47 ","145 x 190 cm [alto palmi 6 1/2 largo palmi 8 1/2]","Oil","Easel","","","","Myth","","Rome, Roscioli collection","Roscioli, Gian Maria","","Corradini, Sandro: ""La quadreria di Giancarlo Roscioli,"" Antologia di Belle Arti, III, no. 9-12, 1979, pp. 194, no. 75","Camassei added figures to ""fiori fatti dallo Stanca"", who was paid 32 scudi; Camassei was given another 1.9 scudi for the canvas","",""
"PRICES-264","P-259","","CAMASSEI Andrea","1648-54","1648 |e 1654","Andrea Camassei","Camassei, And.","CAMASSEI, ANDREA","Italian","","Scenes of Bacchus (4); Medallions with Putti (4)","300 scudi","300 ","","Fresco","Frieze","1 (4); 5-10 (4)","","","Myth","","Rome, Palazzo Pamphilj in Piazza Navona","Pamphilj family","Rome, Palazzo Pamphilj in Piazza Navona","Garms, Jörg, ed.: Quellen aus dem Archiv Doria-Pamphilj zur Kunsttätigkeit in Rom unter Innocenz X, Rome and Vienna: Hermann Böhlaus, 1972, p. 80, no. 317; Nessi, Silvestro: Andrea Camassei. Un pittore del Seicento tra Roma e l'Umbria, Perugia: Quattroemme, 2005, p. 95","","",""
"PRICES-265","P-260","","CAMASSEI Andrea","S. 1648","1648","Andrea Camassei","Camassei, And.","CAMASSEI, ANDREA","Italian","","Time, Bacchus, Satyr","S? 130 scudi","130","232 x 283 cm [palmi 9 e 11]","Oil","Easel","5","","","Myth allegory","","Messina, Antonio Ruffo collection (?)","Ruffo, Antonio","","De Gennaro, Rosanna: Per il collezionismo del Seicento in Sicilia. L'inventario di Antonio Ruffo Principe della Scaletta, Pisa: Scuola Normale Superiore, 2003, p. 69, no. 318","It is unknown if this was bought in Rome from the artist or a dealer; the frame and shipping cost another 22 scudi [9.18 onze]","",""
"PRICES-266","P-261","","CARAVAGGIO (Michelangelo Merisi 1571-1610)","ca. 1593","1593","Caravaggio","Caravaggio","CARAVAGGIO, MICHELANGELO MERISI DA","Italian","","heads","5 baiocchi each [un grosso l'una]","5","","Oil","","","","","","","","","","Hibbard, Howard: Caravaggio, New York: Harper and Row, 1983, p. 356, n. 1","A note by Bellori in his copy of Baglione's Vite: states that, newly in Rome, Caravaggio ""faceva le teste per un grosso l'una et ne faceva tre il giorno""","",""
"PRICES-267","P-262","","CARAVAGGIO","ca. 1595?","1595","Caravaggio","Caravaggio","CARAVAGGIO, MICHELANGELO MERISI DA","Italian","","Boy Bitten by a Lizard","1.5 or 2.5 scudi [15 or 25 giulii]","1; 2","66 x 49 cm or 66 x 52 cm","Oil","Easel","1-2","","","Genre","","","","London, National Gallery, or Florence, Longhi Foundation","Spike, John T.: Caravaggio, New York: Abbeville, 2001, cat. 7.1-7.2","Prices are from variant texts by Mancini","",""
"PRICES-268","P-263","","CARAVAGGIO","ca 1597?","1597","Caravaggio","Caravaggio","CARAVAGGIO, MICHELANGELO MERISI DA","Italian","","Fortune Teller","8 scudi","8 ","99 x 131? cm","Oil","Easel","2","","","Genre","","","","Paris, Louvre?","Spike, John T.: Caravaggio, New York: Abbeville, 2001, cat. 15","Identification of Mancini's reference with the version in the Louvre is not certain; in 1613 Mancini wrote that a Gypsy by Caravaggio was resold for 300 scudi","",""
"PRICES-269","P-264","","CARAVAGGIO","1599-1600","1599 |e 1600","Caravaggio","Caravaggio","CARAVAGGIO, MICHELANGELO MERISI DA","Italian","","Martyrdom of St. Matthew; Calling St. Matthew","400 scudi for two paintings","400    ","322 x 343 cm; 323 x 340 cm","Oil","Chapel laterals","5-10; crowd","","","Sacred","","Rome, S. Luigi dei Francesi, Contarelli chapel","Estate of Cointrel, Mathieu, Cardinal","Rome, S. Luigi dei Francesi, Contarelli chapel","Spike, John T.: Caravaggio, New York: Abbeville, 2001, cat. 22.1-22.2","","",""
"PRICES-270","P-265","","CARAVAGGIO","1600","1600","Caravaggio","Caravaggio","CARAVAGGIO, MICHELANGELO MERISI DA","Italian","","","200 scudi","200 ","large","","Altarpiece","","","","Sacred","","","Sartis, Fabio de [or de Nutis] of Siena","","Spike, John T.: Caravaggio, New York: Abbeville, 2001, p. 255","It has been suggested that this payment is for Caravaggio's Madonna di Loreto","",""
"PRICES-271","P-266","","CARAVAGGIO","1600-01","1600 |e 1601","Caravaggio","Caravaggio","CARAVAGGIO, MICHELANGELO MERISI DA","Italian","","Conversion St. Paul","150 scudi","150 ","237 x 189 cm [10 x 8 palmi]","Oil on panel","Chapel lateral","3 + horse","","","Sacred","","Rome, S. Maria del Popolo, Cerasi chapel","Cerasi, Tiberio","Rome, Prince Guido Odescalchi","Spike, John T.: Caravaggio, New York: Abbeville, 2001, cat. 23","Cerasi's contract was for 400 scudi for two paintings but Caravaggio seems to have received only 300","",""
"PRICES-272","P-267","","CARAVAGGIO","1600-01","1600 |e 1601","Caravaggio","Caravaggio","CARAVAGGIO, MICHELANGELO MERISI DA","Italian","","Conversion St. Paul; Crucifixion of St. Peter","150 scudi (Crucifixion of St. Peter)","150","230 x 175 cm","Oil","Chapel lateral","1 1/2 + horse; 3 1/2","","","Sacred","","Rome, S. Maria del Popolo, Cerasi chapel","Cerasi, Tiberio","Rome, S. Maria del Popolo, Cerasi chapel","Spike, John T.: Caravaggio, New York: Abbeville, 2001, cat. 24.1-24.2","The Conversion of St. Paul is a replacement for the rejected painting on panel","",""
"PRICES-273","P-268","","CARAVAGGIO","1601","1601","Caravaggio","Caravaggio","CARAVAGGIO, MICHELANGELO MERISI DA","Italian","","Supper at Emmaus","150 scudi","150 ","141 x 196 cm","Oil","Easel","4 half-lengths","","","Sacred","","Rome, Mattei collection","Mattei, Ciriaco","London, National Gallery","Spike, John T.: Caravaggio, New York: Abbeville, 2001, cat. 25","","",""
"PRICES-274","P-269","","CARAVAGGIO","1602","1602","Caravaggio","Caravaggio","CARAVAGGIO, MICHELANGELO MERISI DA","Italian","","St. Matthew and Angel","150 scudi","150 ","223 x 183 cm","Oil","Altarpiece","2","","","Sacred","","Rome, S. Luigi dei Francesi, Contarelli chapel","Estate of Cointrel, Mathieu, Cardinal","Berlin, Staatlichen Museen, Gemäldegalerie (destroyed 1945)","Spike, John T.: Caravaggio, New York: Abbeville, 2001, cat. 27","The first, rejected version of the Contarelli chapel altarpiece","",""
"PRICES-275","P-270","","CARAVAGGIO","1602","1602","Caravaggio","Caravaggio","CARAVAGGIO, MICHELANGELO MERISI DA","Italian","","St. Matthew and Angel","","","295 x 195 cm","Oil","Altarpiece","2","","","Sacred","","Rome, S. Luigi dei Francesi, Contarelli chapel","Estate of Cointrel, Mathieu, Cardinal","Rome, S. Luigi dei Francesi, Contarelli chapel","Spike, John T.: Caravaggio, New York: Abbeville, 2001, cat. 26","Caravaggio's replacement for the first, rejected version of the Contarelli chapel altarpiece","",""
"PRICES-276","P-271","","CARAVAGGIO","1602","1602","Caravaggio","Caravaggio","CARAVAGGIO, MICHELANGELO MERISI DA","Italian","","Trinity","40 scudi offer","40  ","","","","","","","Sacred","","Mexico","SS. Trinità dei Pellegrini","","Spike, John T.: Caravaggio, New York: Abbeville, 2001, p. 255","For unknown reasons Caravaggio did not undertake the work; instead Arpino (q.v.) painted it for 40 scudi, plus a 20 scudi bonus","",""
"PRICES-277","P-931","","CASELL (CASELLA, CASELLI), JACQUES (MASTRO GIACOMO) Italian","","","Mastro Giacomo","Casell, Jac.","CASELL, JACQUES","Flemish","","Pietà","30 scudi","30","ca. 270 x 180","Oil","Altarpiece","4","73D722","","Sacred; 'Pietà', 'Vesperbild', 'Marienklage': Christ Mourned by Mary","","Rome, S. Maria in Aquiro, Passion chapel","Rome, S. Maria in Aquiro, Passion chapel","Rome, S. Maria in Aquiro, Passion chapel","Riedl, H.: Antiveduto della Grammatica (1570/71-1626). Leben und Werk, Berlin: Deutscher Kunstverlag, 1998, p. 199, doc. 69","","",""
"PRICES-278","P-272","","CARAVAGGIO","1602","1602","Caravaggio","Caravaggio","CARAVAGGIO, MICHELANGELO MERISI DA","Italian","","St. John the Baptist","85 scudi","85 ","129 x 95 cm","Oil","Easel","1 + ram","","","Sacred","","Rome, Mattei collection","Mattei, Ciriaco","Rome, Pinacoteca Capitolina","Spike, John T.: Caravaggio, New York: Abbeville, 2001, cat. 29","The Mattei payments are likely but not certainly for this picture","",""
"PRICES-279","P-273","","CARAVAGGIO","1602","1602","Caravaggio","Caravaggio","CARAVAGGIO, MICHELANGELO MERISI DA","Italian","","Taking of Christ","125 scudi","125 ","133 x 169 cm","Oil","Easel","3 half-lengths, 3 heads","","","Sacred","","Rome, Mattei collection","Mattei, Ciriaco","Dublin, Society of Jesuits of St. Ignatius (on loan to the National Gallery of Ireland)","Spike, John T.: Caravaggio, New York: Abbeville, 2001, cat. 30","","",""
"PRICES-280","P-274","","CARAVAGGIO","1603","1603","Caravaggio","Caravaggio","CARAVAGGIO, MICHELANGELO MERISI DA","Italian","","Sacrifice of Isaac","100 scudi","100 ","104 x 135 cm","Oil","Easel","2","","","Sacred","","Rome, Barberini collection","Barberini, Maffeo, Cardinal","Florence, Uffizi","Spike, John T.: Caravaggio, New York: Abbeville, 2001, cat. 34","","",""
"PRICES-281","P-275","","CARAVAGGIO","1603-04","1603 |e 1604","Caravaggio","Caravaggio","CARAVAGGIO, MICHELANGELO MERISI DA","Italian","","Madonna di Loreto","200 scudi?","200","260 x 150 cm","Oil","Altarpiece","4","","","Sacred","","Rome, S. Agostino, Cavalletti chapel","Rossi, Orinzia de, widow of Ermes Cavalletti","Rome, S. Agostino, Cavalletti chapel","Spike, John T.: Caravaggio, New York: Abbeville, 2001, cat. 37","It has been suggested that the 200 scudi payment in 1600 by Fabio de Sartis [or de Nutis] of Siena for an altarpiece by Caravaggio is this work","",""
"PRICES-282","P-276","","CARAVAGGIO","ca. 1605","1605","Caravaggio","Caravaggio","CARAVAGGIO, MICHELANGELO MERISI DA","Italian","","Death of the Virgin","280 scudi","280 ","369 x 245 cm","Oil","Altarpiece","5","","","Sacred","","Rome, S. Maria della Scala, Cherubini chapel","Cherubini, Laerzio","Paris, Louvre","Spike, John T.: Caravaggio, New York: Abbeville, 2001, cat. 45","After the painting was rejected it was sold in 1607 to the Gonzaga for 350 scudi","",""
"PRICES-283","P-277","","CARAVAGGIO","1605","1605","Caravaggio","Caravaggio","CARAVAGGIO, MICHELANGELO MERISI DA","Italian","","","6000 scudi offer refused","6000   ","","Fresco","Loggia","","","","","","Genoa, Palazzo Doria","Doria, Marcantonio","","Spike, John T.: Caravaggio, New York: Abbeville, 2001, p. 256","","",""
"PRICES-284","P-278","","CARAVAGGIO","1605-06","1605 |e 1606","Caravaggio","Caravaggio","CARAVAGGIO, MICHELANGELO MERISI DA","Italian","","","50-60 scudi","50; 60","","Oil","Chapel lateral","","","","Sacred","","Mantua, Castello Estense, chapel","Mantua, Este, Cesare d'","","Marcolini, Giuliana: ""Cesare d'Este, Caravaggio e Annibale Carracci: un duca, due pittori e una committenza 'a mal termine',"" in Sovrane passioni. Studi sul collezionismo estense, ed. Jadranka Bentini, Milan: Federico Motta, 1998","Caravaggio accepted the commission despite declaring that the painting's size was ""troppo piccola per farvi tutta l'historia in modo che stia bene""; he probably never started the work nor returned the down payment","",""
"PRICES-285","P-279","","CARAVAGGIO","1606","1606","Caravaggio","Caravaggio","CARAVAGGIO, MICHELANGELO MERISI DA","Italian","","Madonna dei Palafrenieri","75 scudi","75 ","292 x 211 cm","Oil","Altarpiece","3","","","Sacred","","Vatican, St. Peter s","Confraternity of the Palafrenieri","Rome, Galleria Borghese","Spike, John T.: Caravaggio, New York: Abbeville, 2001, cat. 48","Removed from its altar, the painting was sold to Scipione Borghese in 1606 for 100 scudi","",""
"PRICES-286","P-280","","CARAVAGGIO","1606","1606","Caravaggio","Caravaggio","CARAVAGGIO, MICHELANGELO MERISI DA","Italian","","Virgin, Child, Four Saints, Angels","ca. 170 scudi [200 ducats]","170","361 x 224 cm","Oil","Altarpiece","5-10","","","Sacred","","Naples","Radolovich, Nicolò","","Spike, John T.: Caravaggio, New York: Abbeville, 2001, p. 256 and cat. L.33","","",""
"PRICES-287","P-281","","CARAVAGGIO","1606","1606","Caravaggio","Caravaggio","CARAVAGGIO, MICHELANGELO MERISI DA","Italian","","Seven Acts of Mercy","ca. 340 scudi [400 ducats]","340","387 x 256 cm","Oil","Altarpiece","5-10","","","Sacred","","Naples, Pio Monte della Misericordia","Confraternity of the Pio Monte della Misericordia","Naples, Pio Monte della Misericordia","Spike, John T.: Caravaggio, New York: Abbeville, 2001, cat. 53","In 1613 the congregation declared that the painting must never be sold, despite offers of 2000 ducats for it","",""
"PRICES-288","P-282","","CARAVAGGIO","S. 1607","1607","Caravaggio","Caravaggio","CARAVAGGIO, MICHELANGELO MERISI DA","Italian","","Madonna del Rosario","S. ca. 340 scudi [400 ducats]","340","364 x 249 cm","Oil","Altarpiece","5-10","","","Sacred","","","","Vienna, Kunsthistorisches Museum","Spike, John T.: Caravaggio, New York: Abbeville, 2001, cat. 51","When for sale in Naples, it was described by Frans Pourbus as very large at 18 palmi and the price is no less than 400 ducats","",""
"PRICES-289","P-932","","CASELL (CASELLA, CASELLI), JACQUES (MASTRO GIACOMO) Italian","","","Mastro Giacomo","Casell, Jac.","CASELL, JACQUES","Flemish","","Immaculate Conception, Adoration of the Magi, Holy Family","40 scudi for 3 paintings","40","","Oil on copper","Easel","","","","Sacred","","Rome, Sacchetti collection","Sacchetti, Marcello","","Michel, Olivier: ""Une proposition pour Mastro Giacomo: Jacques Casell (Marchiennes, vers 1585-Rome, 1643)"", in Simon Vouet en Italie, ed. O. Bonfait and H. Rousteau-Chambon, Rennes, 2011, p. 241, doc. 1","","",""
"PRICES-290","P-283","","CARAVAGGIO","S. 1607","1607","Caravaggio","Caravaggio","CARAVAGGIO, MICHELANGELO MERISI DA","Italian","","Judith and Holofernes","S. ca. 255 scudi [300 ducats]","255","","","Easel","3?","","","Sacred","","","","","Spike, John T.: Caravaggio, New York: Abbeville, 2001, under cat. 51, doc. 3","When for sale in Naples, it was described by Frans Pourbus as a painting of half-length figures.. . at 300 ducati","",""
"PRICES-291","P-284","","CARAVAGGIO","1607","1607","Caravaggio","Caravaggio","CARAVAGGIO, MICHELANGELO MERISI DA","Italian","","Flagellation of Christ","ca. 250 scudi [290 ducats]","250","286 x 213 cm","Oil","Altarpiece","4","","","Sacred","","Naples, S. Domenico Maggiore, de Franchis chapel","Franchis, Tommaso de","Naples, Museo nazionale di Capodimonte","Spike, John T.: Caravaggio, New York: Abbeville, 2001, cat. 54","","",""
"PRICES-292","P-285","","CARAVAGGIO","1609-09","1609 |e 1609","Caravaggio","Caravaggio","CARAVAGGIO, MICHELANGELO MERISI DA","Italian","","Raising of Lazarus","1000 scudi?","1000","380 x 275 cm","Oil","Altarpiece","5-10","","","Sacred","","Messina, Church of the Padri Crociferi, de Lazzari chapel","Lazzari, Giovanni Battista de'","Messina, Museo Regionale","Spike, John T.: Caravaggio, New York: Abbeville, 2001, cat. 67","The unsubstantiated high price is mentioned only by Susinno in 1724 (Hibbard, 1983, p. 382)","",""
"PRICES-293","P-286","","CARAVAGGIO","1609","1609","Caravaggio","Caravaggio","CARAVAGGIO, MICHELANGELO MERISI DA","Italian","","Christ Bearing the Cross","ca. 100 scudi [46 onze]","100","","Oil","Easel","4","","","Sacred","","Messina, di Giacomo collection","Giacomo, Niccolò di","","Spear, Richard E.: ""Late Caravaggio"" The Burlington Magazine, CXLVII, 2005, pp. 141-42","","",""
"PRICES-294","P-287","","CAROSELLI Angelo (1585-1652)","1627-30","1627 |e 1630","Angelo Caroselli","Caroselli, A.","CAROSELLI, ANGELO","Italian","","St. Wenceslas","250 scudi","250 ","315 x 184 cm","Oil","Altarpiece","1 1/2","","","Sacred","","Vatican, St. Peter's","Vatican, St. Peter's","Vienna, Kunsthistorisches Museum","Rice, Louise: The Altars and Altarpieces of New St. Peter's, Cambridge: Cambridge University Press, 1997, cat. 12","","",""
"PRICES-295","P-288","","CECCO DEL CARAVAGGIO (Francesco Buoneri act. 1610-20)","1619-20","1619 |e 1620","Cecco del Caravaggio","Cecco del Caravaggio","CECCO DEL CARAVAGGIO","Italian","","Resurrection of Christ","200 scudi","200 ","339 x 199 cm","Oil","Altarpiece","5-10","","","Sacred","","Florence, S. Felicita, Guicciardini chapel","Guicciardini, Piero","Chicago, Art Institute","Papi, Gianni: Cecco del Caravaggio, Soncino: 2001, cat. 16 and pp. 51-52","This is the same price paid for an accompanying work by Spadarino; a third altarpiece by Honthorst cost 250 scudi","",""
"PRICES-296","P-289","","GRAMMATICA Antiveduto (1571-1626)","1611","1611","Antiveduto Grammatica","Gramatica, A.","GRAMATICA, ANTIVEDUTO","Italian","","Europa","50 scudi","50 ","","Oil","Easel","","","","Myth","","Rome, Montalto collection","Peretti Montalto, Alessandro, Cardinal","","Cavazzini, Patrizia: ""Artemisia in Her Father's House"" and ""Appendix I: Documents Relating to the Trial of Agostino Tassi,"" Orazio and Artemisia Gentileschi (exh. cat., Palazzo Venezia, Rome, The Metropolitan Museum of Art, New York and The Saint Louis Art Museum, St Louis), ed. Keith Christiansen and Judith Mann, New Haven: The Metropolitan Museum of Art and Yale University Press, 2001, pp. 291-92, n. 19","","",""
"PRICES-297","P-290","","GRAMMATICA","1611","1611","Antiveduto Grammatica","Gramatica, A.","GRAMATICA, ANTIVEDUTO","Italian","","Judith","50 scudi","50 ","73 x 124 cm","Oil","Easel","2 1/2","","","Sacred","","Rome, Montalto collection","Peretti Montalto, Alessandro, Cardinal","Bloomington, Indiana University Art Museum","Cavazzini, Patrizia: ""Artemisia in Her Father's House"" and ""Appendix I: Documents Relating to the Trial of Agostino Tassi,"" Orazio and Artemisia Gentileschi (exh. cat., Palazzo Venezia, Rome, The Metropolitan Museum of Art, New York and The Saint Louis Art Museum, St Louis), ed. Keith Christiansen and Judith Mann, New Haven: The Metropolitan Museum of Art and Yale University Press, 2001, pp. 291-92, n. 19","identification of the painting is likely but uncertain","",""
"PRICES-298","P-291","","GRAMMATICA","1616","1616","Antiveduto Grammatica","Gramatica, A.","GRAMATICA, ANTIVEDUTO","Italian","","Christ Among the Doctors","25 scudi","25 ","","Oil","Easel","","","","Sacred","","Rome, Pietro Antonio Dotti (?)","Dotti, Pietro Antonio","","Cavazzini, Patrizia: Painting as Business in Early Seventeenth-Century Rome, University Park: Pennsylvania State University Press, 2008, p. 126","Bought (directly from the artist?) by the Roman barber-dealer Pietro Antonio Dotti, who had a shop in via dei Condotti (he also bought from Bigot)","",""
"PRICES-299","P-292","","GRAMMATICA","1621","1621","Antiveduto Grammatica","Gramatica, A.","GRAMATICA, ANTIVEDUTO","Italian","","Madonna; St. Sebastian","70 scudi for two paintings","70    ","","Oil","Easel","","","","Sacred","","Rome, Montalto collection","Peretti Montalto, Alessandro, Cardinal","","Rome, Archivio Storico Capitolino, Archivio Cardelli, Appendice Savelli, vol. 54,Registri di mandati del Cardinal Montalto, 1619-21","Information and archival reference provided by Belinda Granata","",""
"PRICES-300","P-293","","GRAMMATICA","1622","1622","Antiveduto Grammatica","Gramatica, A.","GRAMATICA, ANTIVEDUTO","Italian","","Christ with the Cross in Hand","100 scudi","100 ","","Oil","Easel","","","","Sacred","","Rome, Palazzo Mattei","Mattei collection","","Cappelletti, Francesca.  Testa, Laura. Il trattenimento di virtuosi. Le collezioni secentesche di quadri nei Palazzi Mattei di Roma, Roma 1994, p. 149, doc. 24-25","fatto per la capella, o oratorio di Donna Costanza; plus 16.5 for its frame","",""
"PRICES-301","P-294","","HONTHORST Gerrit von (1592-1656)","1617","1617","Gerrit Von Honthorst","Honthorst, G.","HONTHORST, GERRIT VAN","Dutch","","St. Paul Caught up in the Third Heaven","88 or 92 scudi","88; 92","400 x 250 cm","Oil","Altarpiece","2+","","","Sacred","","Rome, S. Maria della Scala","S. Maria della Scala","Rome, S. Maria della Vittoria","Megna, Tommaso: ""Gherardo delle Notti a Roma: le commissioni pubbliche, il 'patronage' Giustiniani e nuovi elementi documentari,"" in Decorazione e collezionismo a Roma nel Seicento, ed. Francesca Cappelletti, Rome: Gangemi, 2003, pp. 89-90, 100","88 scudi include 6.5 for the ultramarine; 92 scudi include 4 for the canvas","",""
"PRICES-302","P-295","","HONTHORST","1620","1620","Gerrit Von Honthorst","Honthorst, G.","HONTHORST, GERRIT VAN","Dutch","","Adoration of the Shepherds","250 scudi","250 ","198.5 x 338.5 cm","Oil","Altarpiece","5-10","","","Sacred","","Florence, S. Felicita, Guicciardini chapel","Guicciardini, Piero","Florence, Uffizi","Corti, Gino: ""Il 'Registro de' mandati' dell'ambasciatore granducale Piero Guicciardini e la committenza artistica fiorentina a Roma nel secondo decennio del Seicento,"" Paragone, no. 473, XL, 1989, pp. 111 and 131, no. 52","","",""
"PRICES-303","P-296","","MANFREDI Bartolomeo (1582-1622)","S. 1613","1613","Bartolomeo Manfredi","Manfredi, B.","MANFREDI, BARTOLOMEO","Italian","","Chastisement of Cupid","S. 35 scudi","35","170 x 122 cm","Oil","Easel","3","","","Myth","","Rome, Giulio Mancini collection","Mancini, Giulio","Chicago, Art Institute","Maccherini, Michele: ""Novità su Bartolomeo Manfredi nel carteggio familiare di Giulio Mancini: lo 'Sdegno di Marte' e i quadri di Cosimo II granduca di Toscana,"" Prospettiva, no. 93-94, 1999, pp. 136-37, docs. 10, 16","The price included the costs of pigments, stretcher, priming, and models for Cupid and Venus; in 1618 Mancini referred to ""Quel Sdegnio del Signor Cavalier Saracini [Maccherini:  evidente lapsus per Chigi ] piacerà, avvisatene, perché di cose di questo maestro ne ha hauto gusto e le ha paghato 400 scudi che stimo piu lo Sdegno""","",""
"PRICES-304","P-297","","MANFREDI","1621","1621","Bartolomeo Manfredi","Manfredi, B.","MANFREDI, BARTOLOMEO","Italian","","","100 for two paintings","100   ","","Oil","Easel","3 each","","","","","Rome/Florence, Guicciardini collection","Guicciardini, Piero","","Corti, Gino: ""Il 'Registro de' mandati' dell'ambasciatore granducale Piero Guicciardini e la committenza artistica fiorentina a Roma nel secondo decennio del Seicento,"" Paragone, no. 473, XL, 1989, p. 132, no. 58","","",""
"PRICES-305","P-298","","SARACENI Carlo (ca. 1579-1620)","1609","1609","Carlo Saraceni","Saraceni, Carlo","SARACENI, CARLO","Italian","","Christ Expelling the Money Changers; unknown","40 scudi for two paintings","40    ","","Oil","Easel","5-10; unknown","","","Sacred unknown","","Rome, Mattei collection","Mattei, Ciriaco","","Cappelletti, Francesca.  Testa, Laura. Il trattenimento di virtuosi. Le collezioni secentesche di quadri nei Palazzi Mattei di Roma, Roma 1994, p. 124, no. 24; p. 142, no. 3","This possibly was not the full payment","",""
"PRICES-306","P-299","","SARACENI","1615","1615","Carlo Saraceni","Saraceni, Carlo","SARACENI, CARLO","Italian","","St. Benno Recovering the Keys of Meissen","60 scudi","60 ","239 x 178 cm","Oil","Altarpiece","3+","","","Sacred","","Rome, S. Maria dell'Anima","S. Maria dell'Anima","Rome, S. Maria dell'Anima","Ottani Cavina, Anna: Carlo Saraceni, Milan: Mario Spagnol, 1968, cat. 67","","",""
"PRICES-307","P-300","","SARACENI","E. 1620","1620","Carlo Saraceni","Saraceni, Carlo","SARACENI, CARLO","Italian","","Diana Huntress","E. 25 scudi","25","ca. 22 cm [un palmo in circa]","Oil","Easel","","","","Myth","","","","","Spezzaferro, Luigi: ""Caravaggio accettato. Dal rifiuto al mercato,"" in Caravaggio nel IV Centenario della Cappella Contarelli, ed. Caterina Volpi, Città di Castello: Peruzzi, 2002, p. 36","Framed; Giovanni Angelo Altemps inventory, Rome, 1620","",""
"PRICES-308","P-301","","SARACENI","E. 1620","1620","Carlo Saraceni","Saraceni, Carlo","SARACENI, CARLO","Italian","","Venus Nude on a Bed","E. 12 scudi","12","45 cm [palmi 2]","Oil on copper","Easel","","","","Myth","","","","","Spezzaferro, Luigi: ""Caravaggio accettato. Dal rifiuto al mercato,"" in Caravaggio nel IV Centenario della Cappella Contarelli, ed. Caterina Volpi, Città di Castello: Peruzzi, 2002, p. 37","Framed; Giovanni Angelo Altemps inventory, Rome, 1620","",""
