"GERMANINV-115","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0634","","0115","Kornelis Huysman","","HUYSMANS, CORNELIS","","Flemish","","","","","","Landschaft mit Ruinen.  Leinwand.  Br. 1 f. 8 z.; H. 1 f. 3 z. 3 l.","Landschaft mit Ruinen","","","25I9","Landscape with Ruins","","Gemälde","leinwand","1.8 x 1.3.3","","","","","","","","","","","","","","","Vol. I"
"GERMANINV-116","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0654","","0116","Angelica Kaufmann","","KAUFFMANN, ANGELICA","","Swiss","","","","","","Kalypso bewirthet den Telemach.  Leinwand.  Br. 4 f.; H. 3 f. 2 z. 8 l.","Kalypso bewirthet den Telemach","","","95A TELEMACHUS 31","Telemachus and Calypso","","Gemälde","leinwand","4 x 3.2.8","","","","","","","","","","","","","","","Vol. I"
"GERMANINV-117","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0654","","0117","Angelica Kaufmann","","KAUFFMANN, ANGELICA","","Swiss","","","","","","Servius Tullius schläft als Knabe in einem Zimmer des Tarquinius Priscus; über seinem Kopfe schwebt eine Flamme.  Leinwand.  Br. 3 f.; H. 2 f. 6 z.","Servius Tullius schläft als Knabe in einem Zimmer des Tarquinius Priscus; über seinem Kopfe schwebt eine Flamme","","","98C LUCRETIA 61","The rape of Lucretia: Sextus Tarquin threatens her with a dagger or sword","","Gemälde","leinwand","3 x 2.6","","","","","","","","","","","","","","","Vol. I"
"GERMANINV-118","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0654","","0118","Angelica Kaufmann","","KAUFFMANN, ANGELICA","","Swiss","","","","","","Eigenbildniss.  Leinwand.  Br. 1 f. 6 z.; H. 1 f. 11 z.","Eigenbildniss","","","61B1","Unknown Portrait","","Gemälde","leinwand","1.6 x 1.11","","","","","","","","","","","","","","","Vol. I"
"GERMANINV-119","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0655","","0119","Angelica Kaufmann","","KAUFFMANN, ANGELICA","","Swiss","","","","","","Ein Mädchen mit einem Blumenkorbe.  Oval.  Leinwand.  Br. 2 f.; H. 2 f. 4 z. 8 l.","Ein Mädchen mit einem Blumenkorbe","","","31D15 : 25G41","Woman with Flowers","","Gemälde","leinwand","2 x 2.4.8","oval","","","","","","","","","","","","","","Vol. I"
"GERMANINV-120","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0655","","0120","Angelica Kaufmann","","KAUFFMANN, ANGELICA","","Swiss","","","","","","Weibliches Bildniss mit einem Blumenkranze.  Oval. Leinwand. Br. 2 f.; H. 2 f. 4 z. 6 l.","Weibliches Bildniss mit einem Blumenkranze","","","61BB11 : 31D15 : 25G41","Unknown: Woman with Flowers","","Gemälde","leinwand","2 x 2.4.6","oval","","","","","","","","","","","","","","Vol. I"
"GERMANINV-121","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0655","","0121","Angelica Kaufmann","","KAUFFMANN, ANGELICA","","Swiss","","","","","","Weibliches Bildniss.  Oval. Leinwand.  Br. 1 f. 11 z.; H. 2 f. 3 z. 6 l.","Weibliches Bildniss","","","61BB11 : 31D15","Unknown: Woman","","Gemälde","leinwand","1.11 x 2.3.6","oval","","","","","","","","","","","","","","Vol. I"
"GERMANINV-122","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0657","","0122","Jan van Kessel, der ältere","","KESSEL, JAN VAN (I)","","Flemish","","","","","","Felsige Gebirgslandschaft mit einem Wasserfall.  Holz.  Br. 1 f. 1 z. 2 l.; H. 1 f. 5 z. 6 l.","Felsige Gebirgslandschaft mit einem Wasserfall","","","25H216","Waterfall","","Gemälde","holz","1.1.2 x 1.5.6","","","","","","","","","","","","","","","Vol. I"
"GERMANINV-123","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0670","","0123","Wilhelm von Kobell","","KOBELL, WILHELM ALEXANDER WOLFGANG VON","","German","","","","","","Mittagsruhe einer zahlreichen Jagdgesellschaft in einer Landschaft.  Leinwand.  Br. 3 f. 6 z.; H. 2 f.","Mittagsruhe einer zahlreichen Jagdgesellschaft in einer Landschaft","","","43C11@41C42","Hunting@Midday Meal, Lunch","","Gemälde","leinwand","3.6 x 2","","","","","","","","","","","","","","","Vol. I"
"GERMANINV-124","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0676","","0124","Kornelisse","","NEW","","NEW","","","","","","Anbetung der Hirten.  Kupfer.  Br. 9 z. 1 l.; H. 1 f. 1 l.","Anbetung der Hirten","","","73B25","Adoration of the Christ-child by the Shepherds","","Gemälde","kupfer","9.1 x 1.1","","","","","","","","","","","","","","","Vol. I"
"GERMANINV-125","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0676","","0125","Kornelisse","","NEW","","NEW","","","","","","Anbetung der Könige.  Kupfer.  Br. 9 z. 1 l.; H. 1 f. 1 l.","Anbetung der Könige","","","73B57","Adoration of the Kings: The Wise Men present their gifts to the Christ-child","","Gemälde","kupfer","9.1 x 1.1","","","","","","","","","","","","","","","Vol. I"
"GERMANINV-126","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0676","","0126","Kornelisse","","NEW","","NEW","","","","","","Vermälung der Venus mit Mars.  Kupfer.  Br. 1 f. 5 z.; H. 1 f. 9 z. 6 l.","Vermälung der Venus mit Mars","","","92B423","Venus: Mars and Venus as lovers","","Gemälde","kupfer","1.5 x 1.9.6","","","","","","","","","","","","","","","Vol. I"
"GERMANINV-127","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0709","","0127","Gaspar de Krayer","","CRAYER, GASPAR DE","","Flemish","","","","","","Noah mit seinen Söhnen.  Leinwand.  Br. 3 f. 8 z.; H. 4 f. 8 z. 10 l.","Noah mit seinen Söhnen","","","71B353","Noah blesses his sons, Shem and Japheth","","Gemälde","leinwand","3.8 x 4.8.10","","","","","","","","","","","","","","","Vol. I"
"GERMANINV-128","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0722","","0128","Albert Kuyp","","CUYP, AELBERT","","Dutch","","","","","","Grosse romantische Landschaft; Berg mit Ruinen; Strom mit Flössen; vorn viele Figuren.  Leinwand.  Br. 4 f. 6 z. 7 l.; H. 3 f. 7 z. 7 l.","Grosse romantische Landschaft; Berg mit Ruinen; Strom mit Flössen; vorn viele Figuren","","","25I9","Landscape with Ruins","","Gemälde","leinwand","4.6.7 x 3.7.7","","","","","","","","","","","","","","","Vol. I"
"GERMANINV-129","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0005","","0129","Gèrard de Lairesse","","LAIRESSE, GERARD DE","","Dutch or Flemish","","","","","","Verkündigung Mariae.  Leinwand.  Br. 5 f. 4 z. 2 l.; H. 4 f. 2 z. 4 l.","Verkündigung Mariae","","","73A52","Annunciation: Mary, usually reading, is visited by the Angel","","Gemälde","leinwand","5.4.2 x 4.2.4","","","","","","","","","","","","","","","Vol. II"
"GERMANINV-130","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0006","","0130","Gèrard de Lairesse","","LAIRESSE, GERARD DE","","Dutch or Flemish","","","","","","Apelles in seiner Werkstatt malt die Roxane.  Leinwand.  Br. 3 f. 1 z. 10 l.; H. 2 f. 7 z. 5 l.","Apelles in seiner Werkstatt malt die Roxane","","","98B APELLES","Apelles","","Gemälde","leinwand","3.1.10 x 2.7.5","","","","","","","","","","","","","","","Vol. II"
"GERMANINV-131","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0009","","0131","Giovanni Battista Lampi, der ältere","","LAMPI, JOHANN BAPTIST VON (1751)","","Austrian","","","","","","Herzogin von Sagan mit einem Anker als Symbol der Hoffnung an einer Felswand sitzend.  Leinwand.  Br. 3 f. 1 z.; H. 3 f. 9 z. 6 l.","Herzogin von Sagan mit einem Anker als Symbol der Hoffnung an einer Felswand sitzend","","","61BB2 SAGAN, PAULINE VON, DUCHESS 11","Sagan, Pauline von, Duchess","NEW","Gemälde","leinwand","3.1 x 3.9.6","","","","","","","","","","","","","","","Vol. II"
"GERMANINV-132","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0010","","0132","Nicolas Lancret","","LANCRET, NICOLAS","","French","","","","","","Badende Nymphen in einer Landschaft.   Leinwand.  Br. 1 f. 3 z.; H. 1 f. 6 z. 6 l.","Badende Nymphen in einer Landschaft","","","92L3 : 31A54@31A54","Nymphs Bathing@Bathing","","Gemälde","leinwand","1.3 x 1.6.6","","","","","","","","","","","","","","","Vol. II"
"GERMANINV-133","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0010","","0133","Nicolas Lancret","","LANCRET, NICOLAS","","French","","","","","","Dame mit ihrem Begleiter auf einem Sopha zwischen Hymen und Cupido, nebst zwei Amoretten.  Leinwand.  Br. 2 f. 1 z. 6 l.; H. 2 f. 6 z. 6 l.","Dame mit ihrem Begleiter auf einem Sopha zwischen Hymen und Cupido, nebst zwei Amoretten","","","92C454","Venus and Cupid","","Gemälde","leinwand","2.1.6 x 2.6.6","","","","","","","","","","","","","","","Vol. II"
"GERMANINV-134","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0019","","0134","Gregorio Lazzarini","Maximilian Pfeiler","LAZZARINI, GREGORIO","PFEILER, MAXIMILIAN","Italian","German","","","und","und","Alter Mann von Früchten umgeben.  Die Früchte von Maximilian Pfeiler.  Leinwand.  Br. 2 f. 10 z.; H. 4 f. 1 z. 8 l.","Alter Mann von Früchten umgeben.  Die Früchte von Maximilian Pfeiler","fruit by Pfeiler, figure by G. Lazzarini","","31D16 : 41C653","Old Man with Fruit","","Gemälde","leinwand","2.10 x 4.1.8","","","","","","","","","","","","","","","Vol. II"
"GERMANINV-135","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0022","","0135","Jean Leduc","","DUCQ, JOHAN LE","","Dutch","","","","","","Soldaten aus dem dreissigjährigen Kriege in einer Wachtstube.  Holz.  Br. 1 f.; H. 1 f. 4 z. 1 l.","Soldaten aus dem dreissigjährigen Kriege in einer Wachtstube","","","45B","Soldier","","Gemälde","holz","1 x 1.4.1","","","","","","","","","","","","","","","Vol. II"
"GERMANINV-136","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0035","","0136","Giovannantonio da Pordenone Licinio","","PORDENONE (GIOVANNI ANTONIO DE SACCHIS)","","Italian","","","","","","Die Ehebrecherin vor Christus; lebensgrosse ganze Figuren. Leinwand.  Br. 4 f. 5 z.; H. 6 f.","Die Ehebrecherin vor Christus; lebensgrosse ganze Figuren","","","73C7222","Pharisees bring a woman accused of adultery before Christ","","Gemälde","leinwand","4.5 x 6","","","","","","","","","","","","","","","Vol. II"
"GERMANINV-137","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0046","","0137","Anna Dorothea Liscewska","","LISIEWSKA-THERBUSCH, ANNA DOROTHEA","","German","","","","","","Kniestück des Fürsten Joseph Wilhelm von Hohenzollern-Hechingen.  Br. 3 f. 8 z. 6 l.; H. 4 f. 5 z.","Kniestück des Fürsten Joseph Wilhelm von Hohenzollern-Hechingen","","","61B2 HOHENZOLLERN-HECHINGEN, JOSEPH WILHELM VON, PRINCE 11","Hohenzollern-Hechingen, Joseph Wilhelm von, Prince","NEW","Gemälde","","3.8.6 x 4.5","","","","","","","","","","","","","","","Vol. II"
"GERMANINV-138","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0046","","0138","anna Dorothea Liscewska","","LISIEWSKA-THERBUSCH, ANNA DOROTHEA","","German","","","","","","Kniestück der Fürstin Therese von Hohenzollern-Hechingen, geb. Prinzessin von Zeil-Wurzach. Br. 3 f. 8 z. 6 l.; H. 4 f. 5 z.","Kniestück der Fürstin Therese von Hohenzollern-Hechingen, geb. Prinzessin von Zeil-Wurzach.","","","61BB2 HOHENZOLLERN-HECHINGEN, THERESE VON, PRINCESS 11","Hoenzollern-Hechingen, Therese von, Princess","NEW","Gemälde","","3.8.6 x 4.5","","","","","","","","","","","","","","","Vol. II"
"GERMANINV-139","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0056","","0139","Johann Karl Loth","","LOTH, JOHANN CARL (CARLOTTO)","","German","","","","","","Jupiter, Juno, Venus und Merkur.  Leinwand.   Br. 5 f. 7 z.; H. 4 f. 6 z. 6 l.","Jupiter, Juno, Venus und Merkur","","","92B1221@92C4@92B5","Juno: Jupiter and Juno as lovers@Venus (Aphrodite)@Mercury (Hermes)","","Gemälde","leinwand","5.7 x 4.6.6","","","","","","","","","","","","","","","Vol. II"
"GERMANINV-140","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0065","","0140","Nicolas Jan Maas","","MAES, NICOLAES","","Dutch","","","","","","Kniestück einer Dame mit einem Hunde.  Leinwand.  Br. 2 f. 8 z. 6 l.; H. 3 f. 5 z.","Kniestück einer Dame mit einem Hunde","","","31D15 : 34B11","Woman with Dog","","Gemälde","leinwand","2.8.6 x 3.5","","","","","","","","","","","","","","","Vol. II"
"GERMANINV-141","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0070","","0141","Domenico Magiotto","","MAGGIOTTO, DOMENICO","","Italian","","","","","","Rebecka empfängt Geschenke von Abrahams Knechte Eliesar. Leinwand.  Br. 3 f.; H. 3 f. 10 z. 10 l.","Rebecka empfängt Geschenke von Abrahams Knechte Eliesar","","","71C2133","Rebecca receives earrings and golden bracelets from Eliezer","","Gemälde","leinwand","3 x 3.10.10","","","","","","","","","","","","","","","Vol. II"
"GERMANINV-142","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0070","","0142","Domenico Magiotto","","MAGGIOTTO, DOMENICO","","Italian","","","","","","Luna und Endymion.  Leinwand.  Br. 2 f. 2 z.; H. 2 f. 8 z. 6 l.","Luna und Endymion","","","92C321","Diana (Luna) visiting the sleeping Endymion","","Gemälde","leinwand","2.2 x 2.8.6","","","","","","","","","","","","","","","Vol. II"
"GERMANINV-143","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0077","","0143","Andrea Mantegna","","MANTEGNA, ANDREA","","Italian","","","","","","Maria mit dem Kinde von vier Heiligen umgeben.  Leinwand. Br. 1 f. 6 z.; H. 1 f. 9 z. 7 l.","Maria mit dem Kinde von vier Heiligen umgeben","","","11F61","Madonna and Child with Saints","","Gemälde","leinwand","1.6 x 1.9.7","","","","","","","","","","","","","","","Vol. II"
"GERMANINV-144","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0080","","0144","Carlo Maratta","","MARATTI, CARLO","","Italian","","","","","","Diana im Bade mit Aktaeon.  Leinwand.  Br. 2 f.; H. 2 f. 4 z.","Diana im Bade mit Aktaeon","","","97C1","As punishment for seeing her bathe, Diana changes Actaeon, the hunter, into a stag","","Gemälde","leinwand","2 x 2.4","","","","","","","","","","","","","","","Vol. II"
"GERMANINV-145","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0093","","0145","Francesco Mazzuola","","PARMIGIANINO (FRANCESCO MAZZOLA)","","Italian","","","","","","Johannes überreicht dem Christkinde, welches von Maria gehalten wird, eine Lilie.  Holz.  Br. 1 f. 1 z.; H. 1 f. 4 z. 7 l.","Johannes überreicht dem Christkinde, welches von Maria gehalten wird, eine Lilie","","","11F61 : 11F741","Madonna and Child with John the Baptist as a child","","Gemälde","holz","1.1 x 1.4.7","","","","","","","","","","","","","","","Vol. II"
"GERMANINV-146","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0093","","0146","Francesco Mazzuola","","PARMIGIANINO (FRANCESCO MAZZOLA)","","Italian","","","","","","Zwei Bilder.   Heftige Schlachten mit Reiterei und Fussvolk.  Beide bezeichnet Parmesan.  Leinwand.  Br. 4 f. 3 z. 6 l.; H. 2 f. 5 z. 6 l.","Zwei Bilder.   Heftige Schlachten mit Reiterei und Fussvolk","","","45H3","Battle","","Gemälde","leinwand","4.3.6 x 2.5.6","","Parmesan","","","","","","","","","","","","","Vol. II"
"GERMANINV-147","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0113","","0147","Gabriel Metzu","","METSU, GABRIEL","","Dutch","","","","","","Einer Dame in weissem Atlaskleide wird von einem Herrn ein Glas Wasser angeboten.  Holz.  Br. 1 f. 4 z. 3 l.; H. 1 f. 9 z. 4 l.","Einer Dame in weissem Atlaskleide wird von einem Herrn ein Glas Wasser angeboten","","","31D15","Woman","","Gemälde","holz","1.4.3 x 1.9.4","","","","","","","","","","","","","","","Vol. II"
"GERMANINV-148","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0117","","0148","Anton Frans van der Meulen","","MEULEN, ADAM FRANS VAN DER","","Flemish","","","","","","Edelleute zu Pferde.  Leinwand.  Br. 1 f. 9 z. 6 l.; H. 1 f. 6 z.","Edelleute zu Pferde","","","46C131","Riding a Horse; Horseman","","Gemälde","leinwand","1.9.6 x 1.6","","","","","","","","","","","","","","","Vol. II"
"GERMANINV-149","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0121","","0149","Johann Jakob Michel","","NEW","","NEW","","","","","","Prinz Eugen mit dem Kommandostab; hinten eine Schlacht. Leinwand.  Br. 1 f. 4 z.; H. 1 f. 10 z.","Prinz Eugen mit dem Kommandostab; hinten eine Schlacht","","","45H3","Battle","","Gemälde","leinwand","1.4 x 1.10","","","","","","","","","","","","","","","Vol. II"
"GERMANINV-150","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0129","","0150","Frans van Mieris der ältere","","MIERIS, FRANS VAN (THE ELDER)","","Dutch","","","","","","Ein Arzt betrachtet den Urin einer kranken, im Hintergrunde gepflegten Frau.  Holz.  Br. 8 z. 6 l; H. 10 z. 6 l.","Ein Arzt betrachtet den Urin einer kranken, im Hintergrunde gepflegten Frau","","","49G1","Physician, Doctor","","Gemälde","holz","8.6 x 10.6","","","","","","","","","","","","","","","Vol. II"
"GERMANINV-151","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0130","","0151","Frans van Mieris der ältere","","MIERIS, FRANS VAN (THE ELDER)","","Dutch","","copy after","","copy after","","Herr mit einem Weinglase.  Original in München.  Holz. Br. 6 z. 8 l; H. 8 z. 4 l.","Herr mit einem Weinglase","","","31D14 : 41C7111 (+1)@41C7111 (+1)","Man Drinking (a glass of) Wine@Drinking (a glass of) Wine","","Gemälde","holz","6.8 x 8.4","","","","","","","","","","","","","","","Vol. II"
"GERMANINV-152","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0130","","0152","Frans van Mieris der ältere","","MIERIS, FRANS VAN (THE ELDER)","","Dutch","","copy after","","copy after","","Ein Mädchen mit einem Papageien. Original in München.  Holz.  Br. 7 z.; H. 9 z.","Ein Mädchen mit einem Papageien","","","31D11222 : 25F35 PARROT","Girl with Parrot","","Gemälde","holz","7 x 9","","","","","","","","","","","","","","","Vol. II"
"GERMANINV-153","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0145","","0153","Kornelis Molenaer","","MOLENAER, CORNELIS","","Flemish","","","","","","Gesellschaft von Herren und Damen; ein Herr spielt die Violine.  Holz.  Br. 1 f. 7 z. 6 l.; H. 1 f. 7 z. 9 l.","Gesellschaft von Herren und Damen; ein Herr spielt die Violine","","","48C7521 : 48C7311","Playing Violin","","Gemälde","holz","1.7.6 x 1.7.9","","","","","","","","","","","","","","","Vol. II"
"GERMANINV-154","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0146","","0154","Kornelis Molenaer","","MOLENAER, CORNELIS","","Flemish","","","","","","Ganze Figur eines Rathsherrn in schwarzer Kleindung. Leinwand.  Br. 2 f.; H. 2 f. 6 z.","Ganze Figur eines Rathsherrn in schwarzer Kleindung","","","61B11 : 44B232","Unknown: City Councilman","","Gemälde","leinwand","2 x 2.6","","","","","","","","","","","","","","","Vol. II"
"GERMANINV-155","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0146","","0155","Kornelis Molenaer","","MOLENAER, CORNELIS","","Flemish","","","","","","Alte Frau mit Nähen beschäftigt; ein Mann wärmt sich am Feuer.  Holz.  Br. 1 f. 3 l.; H. 1 f. 4 z. 9 l.","Alte Frau mit Nähen beschäftigt; ein Mann wärmt sich am Feuer","","","31D16@31D15 : 41D44","Old Man@Woman Sewing","","Gemälde","holz","1.3 x 1.4.9","","","","","","","","","","","","","","","Vol. II"
"GERMANINV-156","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0146","","0156","Kornelis Molenaer","","MOLENAER, CORNELIS","","Flemish","","","","","","Niederländische Landschaft mit Figuren.  Holz.  Br. 1 f. 5 z. 10 l.; H. 1 f. 1 z. 3 l.","Niederländische Landschaft mit Figuren","","","25H1 (+1)","Landscape with Figures","","Gemälde","holz","1.5.10 x 1.1.3","","","","","","","","","","","","","","","Vol. II"
"GERMANINV-157","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0148","","0157","Antonio Molinari","","MOLINARI, ANTONIO","","Italian","","","","","","Die Ehebrecherin vor Christus.  Leinwand.  Br. 1 f. 3 z. 7 l.; H. 1 f.","Die Ehebrecherin vor Christus","","","73C7222","Pharisees bring a woman accused of adultery before Christ","","Gemälde","leinwand","1.3.7 x 1","","","","","","","","","","","","","","","Vol. II"
"GERMANINV-158","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0165","","0158","Frederik Moucheron","","MOUCHERON, FRÉDÉRIC DE","","Dutch","","","","","","Romantische Gebirgslandschaft an einem Sommertage, mit Figuren.  Leinwand.   Br. 3 f. 5 z. 5 l.; H. 2 f. 8 z. 6 l.","Romantische Gebirgslandschaft an einem Sommertage, mit Figuren","","","25H1 (+1)","Landscape with Figures","","Gemälde","leinwand","3.5.5 x 2.8.6","","","","","","","","","","","","","","","Vol. II"
"GERMANINV-159","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0178","","0159","Pieter Neefs, der ältere","","NEEFFS, PEETER (THE ELDER)","","Flemish","","","","","","Jnnere Ansicht eines gothischen Domes mit vielen Figure. Holz.  Br. 2 f. 2 l.; H. 1 f. 6 . 6 l.","Jnnere Ansicht eines gothischen Domes mit vielen Figure","","","11Q713","Church Interior","","Gemälde","holz","2.2 x 1.6.6","","","","","","","","","","","","","","","Vol. II"
"GERMANINV-160","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0179","","0160","Pieter Neefs, der ältere","","NEEFFS, PEETER (THE ELDER)","","Flemish","","","","","","Jnneres einer gothischen Kirche.  Holz.  Br. 1 f. 1 z. 2 l; H. 9 z. 3 l.","Jnneres einer gothischen Kirche","","","11Q712","Church (unidentified)","","Gemälde","holz","1.1.2 x 9.3","","","","","","","","","","","","","","","Vol. II"
